Facility_ID,State,Facility_Type,Ownership,Year_Established,Number_of_Staff,Number_of_Patients_Annually,Primary_Issue_Treated,Service_Provided,Satisfaction_Rating,Average_Cost_Per_Visit_USD,Contact_Email,Phone_Number,Zip_Code,Accredited,Emergency_Services,Website,Insurance_Accepted,Rating_Category,Has_Parking,Open_24_Hours,Languages_Supported,State_Code,Facility_Code,Admin_Name,Yearly_Budget_USD
1239,Pennsylvania,Rehabilitation Center,Non-Profit,1970,173.0,6871,Depression,Counseling,1.88,74.06,,(123) 456-7890,60601,Y,no,www.mhc.org,Medicare,Low,Yes,No,English,PE,FC-01239,Jane Smith,7394901.89266538
1240,North Carolina,Private Clinic,Private,1984,267.0,8715,OCD,Emergency,3.69,361.09,contact@clinic.net,(123) 456-7890,10001,,yes,http://healthcare.gov,Medicare,High,True,,"English, Spanish",NO,FC-01240,John Doe,10374194.90032987
1241,New York,Private Clinic,Non-Profit,1997,420.0,6892,OCD,Counseling,4.33,206.87,support@health.com,,90210,Y,Yes,,Private,High,True,Yes,,NE,FC-01241,Prof. Adams,17868673.457814764
1242,Georgia,Rehabilitation Center,Public,1986,499.0,8062,Depression,Emergency,1.38,331.74,support@health.com,555 123 4567,90210,No,No,mhc.net,Medicare,Low,,24/7,Spanish,GE,FC-01242,John Doe,18571215.663455933
1243,Ohio,Telehealth Provider,Public,2006,282.0,8797,Anxiety,Outpatient,1.29,64.15,,555 123 4567,60601,Yes,,https://clinic.com,,Low,True,No,Hindi,OH,FC-01243,,7210850.388799631
1244,Texas,Psychiatric Hospital,Non-Profit,1997,105.0,1982,OCD,Counseling,2.13,332.84,support@health.com,987-654-3210,10001,,,http://healthcare.gov,Private,Medium,No,Yes,,TE,FC-01244,Jane Smith,2126265.179616209
1245,Illinois,Telehealth Provider,Private,1983,231.0,372,OCD,Counseling,1.6,99.58,contact@clinic.net,,,No,yes,mhc.net,Medicaid,Low,False,N/A,English,IL,FC-01245,Jane Smith,5770850.901846468
1246,Ohio,Community Health Center,Public,2002,127.0,8762,Schizophrenia,Counseling,3.23,159.03,info@mhc.org,(123) 456-7890,10001,Y,yes,www.mhc.org,Private,Medium,No,N/A,Spanish,OH,FC-01246,Prof. Adams,1705407.2746664826
1247,Texas,Psychiatric Hospital,Public,1997,219.0,5032,Anxiety,Counseling,3.69,157.29,support@health.com,(123) 456-7890,90210,Yes,No,,Medicaid,High,Yes,N/A,"English, Spanish",TE,FC-01247,John Doe,4861963.364008941
1248,North Carolina,Community Health Center,Private,1964,149.0,8102,Anxiety,Inpatient,1.41,327.6,info@mhc.org,(123) 456-7890,60601,Y,Yes,http://healthcare.gov,None,Low,,N/A,"English, Spanish",NO,FC-01248,Prof. Adams,1528746.8350973562
1249,Georgia,Rehabilitation Center,Private,1969,84.0,3446,Schizophrenia,Inpatient,4.13,412.59,support@health.com,987-654-3210,60601,No,,,Medicare,High,No,N/A,English,GE,FC-01249,Prof. Adams,1729639.5131476482
1250,North Carolina,Psychiatric Hospital,Private,1955,285.0,3062,Depression,Emergency,3.64,307.05,support@health.com,555 123 4567,10001,Yes,YES,,Medicaid,High,False,N/A,Spanish,NO,FC-01250,Prof. Adams,4095633.6694458304
1251,New York,Telehealth Provider,Public,1968,425.0,4624,Anxiety,Telehealth,5.0,390.9,support@health.com,(123) 456-7890,90210,Yes,YES,,Medicaid,High,True,24/7,Spanish,NE,FC-01251,,18367813.037299145
1252,California,Telehealth Provider,Public,2018,158.0,6110,Anxiety,Outpatient,1.32,430.68,contact@clinic.net,555 123 4567,,Y,Yes,www.mhc.org,Medicaid,Low,Yes,Yes,Spanish,CA,FC-01252,Jane Smith,5379570.130697448
1253,North Carolina,Psychiatric Hospital,Public,2010,324.0,7098,Anxiety,Inpatient,4.63,405.22,support@health.com,555 123 4567,60601,Y,no,mhc.net,,High,False,No,Hindi,NO,FC-01253,Jane Smith,16084502.49037614
1254,Texas,Community Health Center,Non-Profit,1991,394.0,506,OCD,Counseling,3.9,176.24,,555 123 4567,33101,Y,Yes,mhc.net,None,High,,,Hindi,TE,FC-01254,Dr. Lee,11004847.818292314
1255,Florida,Psychiatric Hospital,Public,1953,467.0,4612,Anxiety,Counseling,1.17,187.54,support@health.com,555 123 4567,10001,,Yes,http://healthcare.gov,Private,Low,True,,,FL,FC-01255,,10605524.505759023
1256,California,Telehealth Provider,Non-Profit,1986,132.0,4151,PTSD,Telehealth,1.15,164.31,support@health.com,987-654-3210,33101,Y,yes,mhc.net,None,Low,False,,Mandarin,CA,FC-01256,John Doe,3884714.3629369903
1257,Illinois,Community Health Center,Private,2020,439.0,8206,OCD,Emergency,1.28,115.51,support@health.com,(123) 456-7890,,,,https://clinic.com,None,Low,True,,Hindi,IL,FC-01257,John Doe,20390383.828238465
1258,Texas,Community Health Center,Private,2010,244.0,3661,Depression,Telehealth,4.4,496.67,contact@clinic.net,555 123 4567,,Y,Yes,www.mhc.org,,High,No,Yes,English,TE,FC-01258,Dr. Lee,3979578.247362746
1259,Michigan,Community Health Center,Non-Profit,1968,220.0,8530,Anxiety,Telehealth,2.45,266.01,contact@clinic.net,555 123 4567,10001,No,yes,https://clinic.com,Medicaid,Medium,No,24/7,Hindi,MI,FC-01259,John Doe,5828541.0975732375
1260,Georgia,Community Health Center,Public,1971,136.0,3886,Depression,Outpatient,2.35,197.95,contact@clinic.net,(123) 456-7890,10001,No,YES,www.mhc.org,None,Medium,,24/7,"English, Spanish",GE,FC-01260,Prof. Adams,1805118.8993626204
1261,Florida,Psychiatric Hospital,Private,2017,442.0,9001,OCD,Counseling,2.97,381.68,,987-654-3210,60601,Yes,No,http://healthcare.gov,,Medium,True,24/7,Spanish,FL,FC-01261,John Doe,19502867.66876286
1262,Michigan,Private Clinic,Private,2009,435.0,190,Schizophrenia,Emergency,4.09,284.78,support@health.com,(123) 456-7890,90210,,YES,,,High,,Yes,,MI,FC-01262,Prof. Adams,4430750.36366532
1263,Texas,Psychiatric Hospital,Public,1997,219.0,5032,Anxiety,Counseling,3.69,157.29,support@health.com,(123) 456-7890,90210,Yes,No,,Medicaid,High,Yes,N/A,"English, Spanish",TE,FC-01263,John Doe,4861963.364008941
1264,Michigan,Psychiatric Hospital,Public,1988,81.0,5763,OCD,Emergency,2.14,312.08,info@mhc.org,987-654-3210,33101,Yes,YES,https://clinic.com,Medicare,Medium,True,24/7,Spanish,MI,FC-01264,Jane Smith,1986739.6381874082
1265,California,Telehealth Provider,Non-Profit,1959,54.0,6319,PTSD,Counseling,1.02,272.37,support@health.com,(123) 456-7890,10001,No,YES,mhc.net,Private,Low,Yes,Yes,Spanish,CA,FC-01265,John Doe,1651848.1069442893
1266,Pennsylvania,Private Clinic,Private,1988,46.0,9108,Anxiety,Outpatient,,209.11,,(123) 456-7890,90210,N,No,,None,,False,No,"English, Spanish",PE,FC-01266,,2257055.5724666617
1267,Illinois,Telehealth Provider,Non-Profit,1966,138.0,8679,Anxiety,Inpatient,1.42,357.74,info@mhc.org,(123) 456-7890,10001,Yes,Yes,mhc.net,Medicare,Low,,N/A,"English, Spanish",IL,FC-01267,Prof. Adams,2060319.775710905
1268,California,Psychiatric Hospital,Public,1981,102.0,8211,PTSD,Inpatient,,362.67,info@mhc.org,,,Y,yes,mhc.net,Medicaid,,No,24/7,Mandarin,CA,FC-01268,,1814800.6455555253
1269,California,Rehabilitation Center,Non-Profit,1970,88.0,9199,Schizophrenia,Outpatient,2.08,327.31,support@health.com,(123) 456-7890,33101,,YES,www.mhc.org,Medicare,Medium,No,N/A,,CA,FC-01269,John Doe,4388825.537575566
1270,New York,Rehabilitation Center,Private,1991,81.0,4724,Depression,Telehealth,2.25,393.78,info@mhc.org,987-654-3210,10001,Y,Yes,www.mhc.org,Private,Medium,,Yes,,NE,FC-01270,,942855.1913710951
1271,Florida,Private Clinic,Non-Profit,2018,220.0,3238,OCD,Counseling,1.75,356.41,,987-654-3210,33101,No,no,www.mhc.org,Medicaid,Low,True,24/7,English,FL,FC-01271,Jane Smith,7303081.264404502
1272,New York,Rehabilitation Center,Private,1975,454.0,1069,OCD,Outpatient,4.05,137.77,contact@clinic.net,987-654-3210,60601,Y,no,,Private,High,No,Yes,"English, Spanish",NE,FC-01272,John Doe,17979362.419632256
1273,New York,Psychiatric Hospital,Public,1998,341.0,6643,Depression,Outpatient,1.5,402.61,contact@clinic.net,(123) 456-7890,33101,No,Yes,www.mhc.org,Medicaid,Low,False,24/7,Spanish,NE,FC-01273,Jane Smith,3566757.2858014526
1274,New York,Private Clinic,Non-Profit,2013,101.0,9765,PTSD,Counseling,2.09,352.53,info@mhc.org,987-654-3210,33101,Y,YES,,Medicaid,Medium,True,N/A,Hindi,NE,FC-01274,,3786181.7181423903
1275,Georgia,Community Health Center,Non-Profit,1998,255.0,7136,Schizophrenia,Counseling,2.13,136.04,contact@clinic.net,(123) 456-7890,33101,N,Yes,https://clinic.com,Private,Medium,True,Yes,Mandarin,GE,FC-01275,,10011168.745313264
1276,Ohio,Telehealth Provider,Public,2006,282.0,8797,Anxiety,Outpatient,1.29,64.15,,555 123 4567,60601,Yes,,https://clinic.com,,Low,True,No,Hindi,OH,FC-01276,,7210850.388799631
1277,Texas,Private Clinic,Private,1961,216.0,907,PTSD,Outpatient,1.37,461.54,,987-654-3210,60601,N,No,www.mhc.org,Medicaid,Low,False,N/A,"English, Spanish",TE,FC-01277,Dr. Lee,6435811.939145775
1278,North Carolina,Community Health Center,Private,1985,37.0,8307,Anxiety,Inpatient,2.2,82.03,,555 123 4567,33101,N,yes,mhc.net,Private,Medium,False,No,Mandarin,NO,FC-01278,Jane Smith,1045307.1258569609
1279,North Carolina,Rehabilitation Center,Private,2002,128.0,606,Schizophrenia,Counseling,2.55,184.56,contact@clinic.net,,,N,No,mhc.net,Medicare,Medium,,Yes,English,NO,FC-01279,John Doe,5947432.227622343
1280,North Carolina,Psychiatric Hospital,Non-Profit,1952,255.0,8084,Bipolar Disorder,Outpatient,1.69,157.67,contact@clinic.net,,90210,N,No,http://healthcare.gov,,Low,No,N/A,,NO,FC-01280,,3350379.839789358
1281,California,Rehabilitation Center,Public,2004,319.0,4987,OCD,Counseling,1.37,259.48,info@mhc.org,(123) 456-7890,33101,No,No,http://healthcare.gov,Medicare,Low,,,English,CA,FC-01281,,6375155.510884029
1282,Michigan,Private Clinic,Non-Profit,2013,462.0,504,Anxiety,Inpatient,2.77,310.93,contact@clinic.net,(123) 456-7890,10001,N,No,mhc.net,,Medium,No,,Mandarin,MI,FC-01282,,18321810.313778095
1283,California,Community Health Center,Non-Profit,2018,355.0,2413,Anxiety,Inpatient,4.73,293.44,info@mhc.org,987-654-3210,90210,No,no,https://clinic.com,Private,High,Yes,Yes,"English, Spanish",CA,FC-01283,Dr. Lee,15131818.637011973
1284,New York,Community Health Center,Non-Profit,2020,342.0,405,Schizophrenia,Telehealth,2.16,232.35,,(123) 456-7890,10001,Yes,YES,,Medicaid,Medium,False,N/A,Mandarin,NE,FC-01284,Dr. Lee,14750912.057901625
1285,Illinois,Telehealth Provider,Private,2015,105.0,6380,Schizophrenia,Emergency,3.03,65.0,info@mhc.org,555 123 4567,,N,Yes,http://healthcare.gov,Medicaid,Medium,No,,Spanish,IL,FC-01285,,1774050.2755374406
1286,Georgia,Telehealth Provider,Public,1979,182.0,5006,Anxiety,Emergency,1.75,266.05,info@mhc.org,,90210,Y,YES,mhc.net,Medicare,Low,,Yes,Hindi,GE,FC-01286,Dr. Lee,6775485.779466598
1287,Pennsylvania,Psychiatric Hospital,Private,1981,101.0,6885,Depression,Counseling,2.27,52.43,,(123) 456-7890,90210,No,No,www.mhc.org,Medicaid,Medium,,Yes,Hindi,PE,FC-01287,Prof. Adams,3874185.4872019044
1288,Ohio,Rehabilitation Center,Non-Profit,1995,220.0,3729,Depression,Emergency,4.42,269.74,,987-654-3210,90210,No,No,https://clinic.com,Private,High,False,,,OH,FC-01288,John Doe,8448313.144499373
1289,Illinois,Community Health Center,Non-Profit,2004,434.0,4142,Depression,Inpatient,1.1,164.85,contact@clinic.net,987-654-3210,,Y,Yes,,,Low,False,,"English, Spanish",IL,FC-01289,John Doe,17386414.942864165
1290,Texas,Private Clinic,Public,1962,422.0,2562,OCD,Counseling,2.61,277.55,contact@clinic.net,555 123 4567,33101,Y,YES,http://healthcare.gov,,Medium,False,Yes,Hindi,TE,FC-01290,,19369177.976176903
1291,Texas,Rehabilitation Center,Private,1958,72.0,9162,OCD,Emergency,3.15,208.71,contact@clinic.net,(123) 456-7890,33101,No,YES,http://healthcare.gov,Private,Medium,Yes,N/A,Mandarin,TE,FC-01291,Prof. Adams,906348.0868987715
1292,Ohio,Community Health Center,Non-Profit,2008,127.0,8969,Anxiety,Inpatient,3.35,127.56,support@health.com,555 123 4567,60601,No,yes,http://healthcare.gov,Private,Medium,True,Yes,,OH,FC-01292,Dr. Lee,3957428.4100423823
1293,Georgia,Private Clinic,Non-Profit,2012,497.0,6570,PTSD,Inpatient,3.67,266.53,support@health.com,,,Yes,YES,http://healthcare.gov,Medicare,High,No,24/7,,GE,FC-01293,,6290203.840121574
1294,California,Private Clinic,Private,1993,223.0,5694,Depression,Emergency,2.81,330.04,support@health.com,(123) 456-7890,90210,,,https://clinic.com,,Medium,Yes,24/7,,CA,FC-01294,Dr. Lee,8443728.975258442
1295,Georgia,Psychiatric Hospital,Non-Profit,1983,71.0,1206,OCD,Telehealth,2.36,251.58,,987-654-3210,90210,N,yes,http://healthcare.gov,Medicare,Medium,,No,Hindi,GE,FC-01295,Dr. Lee,879737.1657014233
1296,Ohio,Rehabilitation Center,Public,1970,,2012,Depression,Inpatient,4.72,448.87,support@health.com,,60601,N,YES,www.mhc.org,Medicaid,High,,,"English, Spanish",OH,FC-01296,Dr. Lee,
1297,California,Private Clinic,Non-Profit,1960,423.0,2066,Anxiety,Emergency,2.22,135.27,support@health.com,555 123 4567,60601,,Yes,http://healthcare.gov,Private,Medium,No,Yes,"English, Spanish",CA,FC-01297,Dr. Lee,20415461.40487389
1298,Georgia,Psychiatric Hospital,Public,1990,,3099,Depression,Outpatient,,132.9,,987-654-3210,,N,YES,mhc.net,Medicare,,Yes,Yes,Spanish,GE,FC-01298,Prof. Adams,
1299,New York,Community Health Center,Private,2015,145.0,1547,Depression,Emergency,2.54,449.42,info@mhc.org,555 123 4567,90210,,Yes,www.mhc.org,Medicaid,Medium,Yes,No,,NE,FC-01299,,1875977.9269234943
1300,Pennsylvania,Telehealth Provider,Non-Profit,1983,385.0,8028,OCD,Inpatient,3.2,368.39,support@health.com,,,N,no,https://clinic.com,Medicaid,Medium,,No,Mandarin,PE,FC-01300,Dr. Lee,10713670.484839447
1301,Texas,Telehealth Provider,Public,1985,59.0,9204,Bipolar Disorder,Inpatient,4.5,127.6,support@health.com,555 123 4567,90210,Yes,Yes,http://healthcare.gov,Medicare,High,False,No,Mandarin,TE,FC-01301,Prof. Adams,2709440.1429289463
1302,Ohio,Telehealth Provider,Public,1966,314.0,2039,Bipolar Disorder,Telehealth,1.64,210.38,info@mhc.org,987-654-3210,33101,No,Yes,mhc.net,None,Low,,No,Mandarin,OH,FC-01302,Dr. Lee,7698558.957726111
1303,North Carolina,Private Clinic,Private,1972,380.0,9727,Bipolar Disorder,Inpatient,3.05,261.49,support@health.com,(123) 456-7890,,No,No,mhc.net,None,Medium,False,Yes,"English, Spanish",NO,FC-01303,Jane Smith,18599455.16538307
1304,Ohio,Psychiatric Hospital,Private,1953,498.0,1681,PTSD,Outpatient,1.01,154.87,contact@clinic.net,(123) 456-7890,,Yes,no,www.mhc.org,,Low,True,,"English, Spanish",OH,FC-01304,Dr. Lee,6592347.395435649
1305,New York,Private Clinic,Private,2017,184.0,4691,OCD,Counseling,3.8,138.85,,555 123 4567,,N,,https://clinic.com,Medicare,High,Yes,24/7,Hindi,NE,FC-01305,Dr. Lee,5724749.247412445
1306,Michigan,Rehabilitation Center,Private,1982,368.0,2040,Anxiety,Emergency,3.62,335.06,info@mhc.org,555 123 4567,10001,Y,yes,www.mhc.org,None,High,True,,"English, Spanish",MI,FC-01306,Jane Smith,13586299.563068103
1307,Michigan,Rehabilitation Center,Non-Profit,1973,273.0,2481,Schizophrenia,Emergency,2.63,306.18,contact@clinic.net,555 123 4567,10001,,YES,https://clinic.com,,Medium,Yes,Yes,"English, Spanish",MI,FC-01307,,5627017.857385158
1308,New York,Community Health Center,Private,1966,,2637,Anxiety,Inpatient,3.83,460.32,,(123) 456-7890,,,yes,mhc.net,Private,High,No,,,NE,FC-01308,Prof. Adams,
1309,North Carolina,Telehealth Provider,Private,1990,262.0,7123,Depression,Counseling,1.36,115.22,,987-654-3210,33101,,Yes,,None,Low,True,Yes,,NO,FC-01309,Jane Smith,6478353.625161492
1310,New York,Private Clinic,Private,2006,201.0,6547,Schizophrenia,Emergency,3.4,231.08,support@health.com,,60601,Yes,Yes,http://healthcare.gov,Medicaid,Medium,False,N/A,Mandarin,NE,FC-01310,Jane Smith,2614550.495522121
1311,North Carolina,Telehealth Provider,Public,2005,54.0,684,OCD,Counseling,,390.2,info@mhc.org,987-654-3210,60601,,yes,http://healthcare.gov,Medicaid,,Yes,24/7,Hindi,NO,FC-01311,Dr. Lee,1858020.836361041
1312,Georgia,Telehealth Provider,Private,2009,73.0,6460,PTSD,Inpatient,4.73,376.92,,,,Y,yes,mhc.net,Medicare,High,Yes,Yes,Mandarin,GE,FC-01312,Dr. Lee,3080385.900703282
1313,Pennsylvania,Psychiatric Hospital,Non-Profit,1953,69.0,3346,Anxiety,Inpatient,4.76,453.04,info@mhc.org,,33101,Yes,Yes,mhc.net,Private,High,Yes,No,Spanish,PE,FC-01313,,3113602.153011682
1314,New York,Community Health Center,Public,1951,265.0,9141,Depression,Telehealth,1.9,180.45,info@mhc.org,,10001,Y,No,mhc.net,,Low,False,24/7,English,NE,FC-01314,Jane Smith,4840606.676645585
1315,Pennsylvania,Psychiatric Hospital,Non-Profit,1977,392.0,9715,Depression,Counseling,3.63,151.36,contact@clinic.net,555 123 4567,10001,No,Yes,http://healthcare.gov,,High,True,Yes,English,PE,FC-01315,Dr. Lee,4879796.429587197
1316,Georgia,Rehabilitation Center,Non-Profit,1997,41.0,2753,PTSD,Outpatient,3.94,233.55,info@mhc.org,555 123 4567,33101,,,https://clinic.com,Medicaid,High,True,Yes,,GE,FC-01316,Prof. Adams,1969055.8073091584
1317,Illinois,Private Clinic,Non-Profit,1979,280.0,7445,PTSD,Inpatient,2.19,126.23,,,60601,,Yes,https://clinic.com,Medicare,Medium,,N/A,Spanish,IL,FC-01317,Prof. Adams,3153894.5739569333
1318,Michigan,Community Health Center,Public,1986,460.0,1360,Schizophrenia,Emergency,3.74,194.22,contact@clinic.net,555 123 4567,,N,,www.mhc.org,Medicaid,High,Yes,Yes,Hindi,MI,FC-01318,Dr. Lee,19131037.366829198
1319,New York,Telehealth Provider,Private,2006,65.0,1604,Bipolar Disorder,Counseling,3.08,469.88,contact@clinic.net,(123) 456-7890,60601,Y,,https://clinic.com,Medicaid,Medium,Yes,N/A,"English, Spanish",NE,FC-01319,John Doe,1217254.9383227276
1320,Ohio,Community Health Center,Public,1953,154.0,9998,Schizophrenia,Inpatient,3.35,450.19,,(123) 456-7890,33101,N,YES,http://healthcare.gov,None,Medium,False,,Spanish,OH,FC-01320,John Doe,6579573.288131481
1321,Georgia,Community Health Center,Private,1965,22.0,5114,PTSD,Telehealth,2.53,97.61,info@mhc.org,987-654-3210,90210,,no,http://healthcare.gov,Medicaid,Medium,True,N/A,Hindi,GE,FC-01321,Dr. Lee,603863.7125159083
1322,Texas,Community Health Center,Public,1974,344.0,9270,PTSD,Telehealth,2.15,424.94,info@mhc.org,(123) 456-7890,90210,Y,No,www.mhc.org,Private,Medium,True,Yes,Mandarin,TE,FC-01322,Prof. Adams,8683415.139769388
1323,Pennsylvania,Psychiatric Hospital,Private,1997,425.0,6200,Anxiety,Outpatient,3.33,375.8,support@health.com,987-654-3210,90210,,,mhc.net,Medicaid,Medium,True,N/A,"English, Spanish",PE,FC-01323,Prof. Adams,15026354.859817907
1324,Illinois,Telehealth Provider,Public,1987,346.0,3297,OCD,Outpatient,2.91,173.86,contact@clinic.net,,,Y,Yes,mhc.net,None,Medium,Yes,N/A,Hindi,IL,FC-01324,Prof. Adams,14037735.288627073
1325,New York,Telehealth Provider,Public,1994,105.0,3196,PTSD,Telehealth,4.1,346.94,support@health.com,(123) 456-7890,60601,No,Yes,www.mhc.org,Medicaid,High,,,Mandarin,NE,FC-01325,Jane Smith,3001213.1815690645
1326,Texas,Rehabilitation Center,Private,1972,449.0,8892,Anxiety,Telehealth,1.28,447.25,,,90210,N,,,,Low,,,Spanish,TE,FC-01326,John Doe,14498705.037137587
1327,Pennsylvania,Community Health Center,Non-Profit,1953,20.0,2532,Anxiety,Emergency,1.81,397.8,info@mhc.org,555 123 4567,90210,No,YES,https://clinic.com,Private,Low,True,N/A,Spanish,PE,FC-01327,,271081.18805714464
1328,North Carolina,Private Clinic,Public,1996,,5681,Anxiety,Counseling,2.12,447.68,info@mhc.org,555 123 4567,,Yes,Yes,mhc.net,Private,Medium,Yes,No,English,NO,FC-01328,Jane Smith,
1329,Michigan,Private Clinic,Non-Profit,2012,,1020,Anxiety,Outpatient,2.72,400.55,info@mhc.org,555 123 4567,90210,,No,mhc.net,Medicaid,Medium,,24/7,Spanish,MI,FC-01329,Jane Smith,
1330,Illinois,Psychiatric Hospital,Public,1963,304.0,5552,Anxiety,Inpatient,4.83,161.43,info@mhc.org,987-654-3210,60601,N,yes,,Medicare,High,,,Spanish,IL,FC-01330,Dr. Lee,5768440.5405910555
1331,California,Private Clinic,Non-Profit,1975,35.0,2757,Bipolar Disorder,Outpatient,4.6,446.4,support@health.com,987-654-3210,33101,N,Yes,www.mhc.org,Medicaid,High,False,24/7,Hindi,CA,FC-01331,Dr. Lee,1282768.2366685015
1332,Georgia,Private Clinic,Public,1985,,1735,OCD,Outpatient,4.54,95.43,contact@clinic.net,987-654-3210,60601,No,yes,,None,High,,N/A,Mandarin,GE,FC-01332,Prof. Adams,
1333,Ohio,Telehealth Provider,Public,1966,314.0,2039,Bipolar Disorder,Telehealth,1.64,210.38,info@mhc.org,987-654-3210,33101,No,Yes,mhc.net,None,Low,,No,Mandarin,OH,FC-01333,Dr. Lee,7698558.957726111
1334,California,Telehealth Provider,Public,2007,447.0,1902,Depression,Emergency,4.27,397.21,contact@clinic.net,(123) 456-7890,90210,N,,https://clinic.com,,High,Yes,N/A,,CA,FC-01334,Prof. Adams,15642089.023285042
1335,North Carolina,Telehealth Provider,Non-Profit,1996,,1004,Depression,Inpatient,1.71,282.4,info@mhc.org,555 123 4567,33101,No,YES,http://healthcare.gov,,Low,,Yes,Spanish,NO,FC-01335,Prof. Adams,
1336,North Carolina,Community Health Center,Private,1990,255.0,5660,Depression,Outpatient,3.06,356.11,info@mhc.org,987-654-3210,90210,N,No,www.mhc.org,None,Medium,True,,"English, Spanish",NO,FC-01336,John Doe,3833129.3228670475
1337,California,Telehealth Provider,Public,1985,,7108,Depression,Emergency,2.75,450.71,contact@clinic.net,,90210,No,YES,,,Medium,Yes,24/7,Hindi,CA,FC-01337,John Doe,
1338,New York,Community Health Center,Private,1977,15.0,9275,PTSD,Telehealth,4.74,177.69,support@health.com,555 123 4567,10001,Y,YES,https://clinic.com,Medicaid,High,Yes,No,Spanish,NE,FC-01338,Dr. Lee,747762.9406819225
1339,Illinois,Community Health Center,Private,2000,255.0,5554,Schizophrenia,Inpatient,3.41,394.54,info@mhc.org,555 123 4567,33101,Yes,yes,mhc.net,Medicare,Medium,,24/7,Hindi,IL,FC-01339,Prof. Adams,5970817.705771155
1340,New York,Community Health Center,Private,1992,231.0,5749,OCD,Emergency,2.16,261.99,info@mhc.org,987-654-3210,33101,Y,yes,www.mhc.org,Medicare,Medium,Yes,24/7,Spanish,NE,FC-01340,Prof. Adams,6237949.87873191
1341,New York,Telehealth Provider,Public,1994,105.0,3196,PTSD,Telehealth,4.1,346.94,support@health.com,(123) 456-7890,60601,No,Yes,www.mhc.org,Medicaid,High,,,Mandarin,NE,FC-01341,Jane Smith,3001213.1815690645
1342,Pennsylvania,Private Clinic,Private,1988,46.0,9108,Anxiety,Outpatient,,209.11,,(123) 456-7890,90210,N,No,,None,,False,No,"English, Spanish",PE,FC-01342,,2257055.5724666617
1343,Michigan,Psychiatric Hospital,Private,1990,70.0,407,Anxiety,Telehealth,3.85,362.24,support@health.com,(123) 456-7890,,,No,,Medicare,High,No,Yes,English,MI,FC-01343,Dr. Lee,1784325.3127124151
1344,North Carolina,Rehabilitation Center,Non-Profit,1967,142.0,4178,PTSD,Counseling,2.18,435.02,contact@clinic.net,555 123 4567,,N,Yes,www.mhc.org,Private,Medium,,N/A,,NO,FC-01344,,2311637.284342127
1345,Ohio,Rehabilitation Center,Non-Profit,1968,47.0,688,OCD,Emergency,4.99,435.12,info@mhc.org,987-654-3210,60601,Yes,no,www.mhc.org,Medicaid,High,True,Yes,Hindi,OH,FC-01345,Jane Smith,743903.0070004688
1346,Illinois,Telehealth Provider,Private,2009,153.0,1993,Schizophrenia,Emergency,2.14,217.79,info@mhc.org,555 123 4567,60601,,no,,Medicaid,Medium,False,,"English, Spanish",IL,FC-01346,Jane Smith,6453743.764447957
1347,Pennsylvania,Telehealth Provider,Private,1978,,370,Depression,Outpatient,3.79,336.26,contact@clinic.net,(123) 456-7890,90210,Yes,yes,www.mhc.org,Medicare,High,,No,"English, Spanish",PE,FC-01347,John Doe,
1348,Georgia,Private Clinic,Public,2008,396.0,1241,PTSD,Counseling,2.48,234.23,,,60601,Y,yes,,None,Medium,True,24/7,English,GE,FC-01348,Dr. Lee,4860376.498796268
1349,Pennsylvania,Telehealth Provider,Non-Profit,1966,204.0,7793,Anxiety,Emergency,4.92,262.25,support@health.com,(123) 456-7890,10001,No,YES,www.mhc.org,,High,Yes,N/A,Spanish,PE,FC-01349,Dr. Lee,3269371.173029573
1350,Illinois,Telehealth Provider,Public,1974,265.0,7945,Schizophrenia,Emergency,5.0,429.07,,555 123 4567,60601,Y,yes,https://clinic.com,Medicaid,High,,Yes,Hindi,IL,FC-01350,Dr. Lee,6971313.548881656
1351,Pennsylvania,Rehabilitation Center,Non-Profit,1989,398.0,7645,PTSD,Telehealth,1.32,407.88,contact@clinic.net,555 123 4567,33101,Yes,yes,mhc.net,,Low,False,No,English,PE,FC-01351,John Doe,5616805.0287983725
1352,California,Psychiatric Hospital,Public,1976,49.0,9181,Depression,Inpatient,2.6,182.13,info@mhc.org,555 123 4567,33101,Y,YES,www.mhc.org,,Medium,Yes,No,Spanish,CA,FC-01352,Prof. Adams,870869.1078324581
1353,Texas,Community Health Center,Public,1976,396.0,2439,Depression,Inpatient,4.2,306.28,info@mhc.org,(123) 456-7890,33101,Y,no,,,High,False,Yes,"English, Spanish",TE,FC-01353,Prof. Adams,18048277.06630671
1354,California,Private Clinic,Non-Profit,1975,35.0,2757,Bipolar Disorder,Outpatient,4.6,446.4,support@health.com,987-654-3210,33101,N,Yes,www.mhc.org,Medicaid,High,False,24/7,Hindi,CA,FC-01354,Dr. Lee,1282768.2366685015
1355,North Carolina,Private Clinic,Non-Profit,2011,,1331,Schizophrenia,Counseling,3.99,300.53,,,10001,N,no,http://healthcare.gov,Medicaid,High,True,No,Hindi,NO,FC-01355,Jane Smith,
1356,New York,Psychiatric Hospital,Private,1957,278.0,1103,Schizophrenia,Inpatient,2.84,418.03,info@mhc.org,555 123 4567,,N,YES,mhc.net,Medicare,Medium,,No,English,NE,FC-01356,,9395624.239897178
